"","P_MA","P_Risk","f_technical"
"2018-09-01",0.703704190276856,0.805234138999417,0.754469164638137
"2018-10-01",0.557864493528187,0.440082835374943,0.498973664451565
"2018-11-01",0.369157361925523,0.428581386985436,0.39886937445548
"2018-12-01",0.247715563296845,0.662843218669107,0.455279390982976
"2019-01-01",0.203699112774002,0.69163892221065,0.447669017492326
"2019-02-01",0.151228274951272,0.418840414802364,0.285034344876818
"2019-03-01",0.144509073762798,0.489262093915406,0.316885583839102
"2019-04-01",0.0749865184822806,0.675603112746236,0.375294815614258
"2019-05-01",0.0421549778884447,0.476013246244222,0.259084112066333
"2019-06-01",0.033922464475463,0.644467511769741,0.339194988122602
"2019-07-01",0.0519890335759309,0.696018224085838,0.374003628830884
"2019-08-01",0.09628803893629,0.474348435582604,0.285318237259447
"2019-09-01",0.157316316986216,0.673913043814752,0.415614680400484
"2019-10-01",0.216700327421599,0.419427344158141,0.31806383578987
"2019-11-01",0.390748567667692,0.574904261378541,0.482826414523116
"2019-12-01",0.519573336790806,0.461952186429116,0.490762761609961
"2020-01-01",0.727438789821113,0.645788349607254,0.686613569714184
"2020-02-01",0.659821751404409,0.808582477104382,0.734202114254396
"2020-03-01",0.320458216737053,0.680349235896707,0.50040372631688
"2020-04-01",0.144715209827665,0.611379312186005,0.378047261006835
"2020-05-01",0.176051217264223,0.31171536430474,0.243883290784482
"2020-06-01",0.471281591165565,0.2993483628745,0.385314977020032
"2020-07-01",0.63084262882065,0.395398500418182,0.513120564619416
"2020-08-01",0.67407340081507,0.364375096398152,0.519224248606611
"2020-09-01",0.670769370745691,0.612396464813994,0.641582917779843
"2020-10-01",0.444603359921629,0.65844940194683,0.551526380934229
"2020-11-01",0.406126859880156,0.692658296241202,0.549392578060679
"2020-12-01",0.504583220457782,0.426339420365393,0.465461320411587
"2021-01-01",0.73089470787203,0.425097549278918,0.577996128575474
"2021-02-01",0.746809285292216,0.389876367784071,0.568342826538143
"2021-03-01",0.66707827991958,0.425494509912605,0.546286394916093
"2021-04-01",0.6277321542033,0.59932043102188,0.61352629261259
"2021-05-01",0.593269948383952,0.434032385671677,0.513651167027815
"2021-06-01",0.521029218907759,0.805011029074823,0.663020123991291
"2021-07-01",0.586617555790976,0.820476740786822,0.703547148288899
"2021-08-01",0.680267221589975,0.611717605322301,0.645992413456138
"2021-09-01",0.749165521595318,0.653584088897914,0.701374805246616
"2021-10-01",0.753988724704132,0.550353121148349,0.65217092292624
"2021-11-01",0.77162329160985,0.47787492962451,0.62474911061718
"2021-12-01",0.863931310783792,0.429781289762193,0.646856300272992
"2022-01-01",0.931075808434725,0.614006141893891,0.772540975164308
"2022-02-01",0.947183374580209,0.617263353907465,0.782223364243837
"2022-03-01",0.941539585342146,0.594080330354705,0.767809957848426
"2022-04-01",0.877162843215787,0.576378847237899,0.726770845226843
"2022-05-01",0.785975153352049,0.534373578521565,0.660174365936807
"2022-06-01",0.570567417794507,0.65380472813315,0.612186072963829
"2022-07-01",0.440902520261345,0.755162737131509,0.598032628696427
"2022-08-01",0.374607694964195,0.436758468468052,0.405683081716124
"2022-09-01",0.301885945454883,0.684075070327707,0.492980507891295
"2022-10-01",0.358740897671696,0.759683167350581,0.559212032511138
"2022-11-01",0.436798242731863,0.338765172092835,0.387781707412349
"2022-12-01",0.701789408423193,0.400926609357494,0.551358008890344
"2023-01-01",0.835024855710946,0.554713235293517,0.694869045502231
"2023-02-01",0.907347229805787,0.425798716529819,0.666572973167803
"2023-03-01",0.94222382444122,0.577049751855716,0.759636788148468
"2023-04-01",0.853626623872969,0.749438750231852,0.80153268705241
"2023-05-01",0.798857119701349,0.625595955080957,0.712226537391153
"2023-06-01",0.805338378533554,0.477162780205875,0.641250579369715
"2023-07-01",0.992528547532988,0.738748334960535,0.865638441246762
"2023-08-01",0.999703549324843,0.216266277318078,0.607984913321461
"2023-09-01",0.999983186873373,0.280754038995401,0.640368612934387
"2023-10-01",0.999976807699563,0.510810823665845,0.755393815682704
"2023-11-01",0.99997413258742,0.16890109542881,0.584437614008115
"2023-12-01",0.999971244915102,0.252586330838956,0.626278787877029
"2024-01-01",0.999996936146086,0.530995813451724,0.765496374798905
"2024-02-01",0.999999924439603,0.400120481657986,0.700060203048795
"2024-03-01",0.999999998188601,0.138828269908401,0.569414134048501
"2024-04-01",0.999999999121964,0.260107184141463,0.630053591631714
"2024-05-01",0.999999999751771,0.14145227788504,0.570726138818405
"2024-06-01",0.999999999899161,0.0904692294971797,0.54523461469817
"2024-07-01",0.999999999947226,0.100910753037268,0.550455376492247
"2024-08-01",0.999999985488632,0.0241043262698377,0.512052155879235
"2024-09-01",0.999993794084243,0.0465607973292688,0.523277295706756
"2024-10-01",0.999999426113189,0.234259377957157,0.617129402035173
"2024-11-01",0.999999999980028,0.0548692508299191,0.527434625404973
"2024-12-01",1,0.00656319697802253,0.503281598489011
